Rk,,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
529,Lex Hilliard\HillLe00,MIA,RB,26,16,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,,,,1,1.3,0.8,,150,
530,Jesse Holley\HollJe00,DAL,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,212,
531,Jeremy Horne\HornJe00,KAN,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,200,
532,Rashawn Jackson\JackRa23,CAR,,23,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,163,
533,Brian Jennings\JennBr00,SFO,,34,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,109,
534,Darcy Johnson\JohnDa03,STL,,27,4,2,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,,,104,
535,Jerome Johnson\JohnJe23,ARI,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,162,
536,Larry Johnson\JohnLa00,WAS,RB,31,2,0,0,0,0,0,0,5,2,0.40,0,0,0,0,,0,,,,,0.2,0.2,,151,
537,Onrea Jones\JoneOn20,ARI,,27,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,209,
538,Billy Latsko\LatsBi00,SDG,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,155,
539,Mike Leach\LeacMi00,ARI,,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,99,
540,Elbert Mack\MackEl20,TAM,,24,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,-1,-0.5,-1.0,,211,
541,Charly Martin\MartCh00,CAR,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,195,
542,Jeron Mastrud\MastJe20,MIA,,23,8,2,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,108,
543,John Matthews\MattJo22,JAX,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,199,
544,Anthony McCoy\McCoAn00,SEA,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,106,
545,Lonyae Miller\MillLo00,DAL,,22,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,164,
546,Devin Moore\MoorDe01,IND,RB,25,4,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,,,,-2,-1.2,-2.2,,168,
547,Kenny Moore\MoorKe00,IND,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,-2,-1.0,-2.0,,198,
548,Matthew Mulligan\MullMa00,NYJ,,25,13,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,101,
549,John Nalbone\NalbJo00,MIA,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,103,
550,Dan Orlovsky\OrloDa00,HOU,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,75,
551,Montell Owens*\OwenMo01,JAX,,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,166,
552,Jalen Parmele\ParmJa00,BAL,,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,-1,-0.5,-1.0,,159,
553,Dennis Pitta\PittDe00,BAL,TE,25,11,0,0,0,0,0,0,0,0,,0,5,1,1,1.00,0,,,,1,1.1,0.6,,95,
554,Courtney Roby\RobyCo00,NOR,,27,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,-1,-0.5,-1.0,,202,
555,Sage Rosenfels\RoseSa00,NYG,QB,32,12,0,0,0,0,0,0,3,-3,-1.00,0,0,0,0,,0,,,,,-0.3,-0.3,,77,
556,Martin Rucker\RuckMa00,DAL,,25,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,111,
557,Derek Schouman\SchoDe00,STL,,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,105,
558,Chad Simpson\SimpCh00,WAS,,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,165,
559,Matt Slater\SlatMa00,NWE,,25,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,205,
560,Alfonso Smith\SmitAl22,ARI,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,161,
561,Antone Smith\SmitAn01,ATL,RB,25,9,0,0,0,0,0,0,1,-3,-3.00,0,1,0,0,,0,,,,,-0.3,-0.3,,169,
562,Marcus Smith\SmitMa01,BAL,,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,207,
563,Rusty Smith\SmitRu01,TEN,QB,23,2,1,20,40,200,0,4,0,0,,0,0,0,0,,0,,,,,4.0,4.0,,74,
564,Taj Smith\SmitTa00,IND,,27,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,194,
565,Justin Snow\SnowJu00,IND,,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,110,
566,Devin Thomas\ThomDe02,3TM,,24,9,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,,,,,,203,
567,Derrick Townsel\TownDe21,HOU,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,196,
568,Billy Volek\VoleBi00,SDG,QB,34,3,0,1,1,8,0,0,6,-5,-0.83,0,0,0,0,,0,,,,,-0.2,-0.2,,76,
569,Chauncey Washington\WashCh00,STL,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,154,
570,Leonard Weaver\WeavLe00,PHI,RB,28,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,,,,,,,,157,
571,Ernest Wilford\WilfEr00,JAX,TE,31,2,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,,,,1,1.3,0.8,,93,
572,Demetrius Williams\WillDe03,CLE,,27,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,,,,,,210,
573,George Wilson\WilsGe01,BUF,,29,16,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,201,
574,DeShawn Wynn\WynnDe00,2TM,,27,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,,,,,,153,
575,Joe Zelenka\ZeleJo00,ATL,,34,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,,,,,,97,
576,Levi Brown\BrowLe00,BUF,QB,23,1,0,2,3,24,0,1,0,0,,0,0,0,0,,0,,,-1,-1,,,,79,
577,Brian Brohm\BrohBr00,BUF,QB,25,1,1,10,23,106,0,3,0,0,,0,0,0,0,,0,,,-2,-3,0.7,0.2,,80,
578,Todd Collins\CollTo00,CHI,QB,39,2,1,10,27,68,0,5,0,0,,0,0,0,0,,0,,,-7,-7,-2.3,-2.3,,81,
